阿Q	ĀQ
安排	ānpái
安贫乐道	ānpínlèdào
安庆	ānqìng
安全	ānquán
安全保密	ānquánbǎomì
安全措施	ānquáncuòshī
安全带	ānquándài
安全电压	ānquándiànyā
安全阀	ānquánfá
安全感	ānquángǎn
安全检查	ānquánjiǎnchá
安全教育	ānquánjiàoyù
安全理事会	ānquánlǐshìhuì
安全帽	ānquánmào
安全期	ānquánqī
安全区	ānquánqū
安全生产	ānquánshēngchǎn
安全系数	ānquánxìshù
安全系统	ānquánxìtǒng
安全性	ānquánxìng
安全装置	ānquánzhuāngzhì
安然	ānrán
安然无事	ānránwúshì
安然无恙	ānránwúyàng
安如磐石	ānrúpánshí
安如泰山	ānrútàishān
安塞	ānsāi
安上	ānshàng
安身	ānshēn
安身立命	ānshēnlìmìng
安身之地	ānshēnzhīdì
安守本分	ānshǒuběnfèn
安土重迁	āntǔzhòngqiān
安托万内特	āntuōwànnèitè
安危	ānwēi
安危与共	ānwēiyǔgòng
安慰	ānwèi
安稳	ānwěn
安息	ānxī
安闲自得	ānxiánzìdé
安闲自在	ānxiánzìzài
安详	ānxiáng
安祥	ānxiáng
安歇	ānxiē
安心	ānxīn
安逸	ānyì
安营扎寨	ānyíngzhāzhài
安于	ānyú
安于现状	ānyúxiànzhuàng
安葬	ānzàng
安之若素	ānzhīruòsù
安置	ānzhì
安置率	ānzhìlǜ
安装	ānzhuāng
谙熟	ānshú
鞍钢	āngāng
鞍钢宪法	āngāngxiànfǎ
鞍马劳顿	ānmǎláodùn
鞍前马后	ānqiánmǎhòu
鞍山	ānshān
岸边	ànbiān
岸炮	ànpào
岸上	ànshàng
按兵不动	ànbīngbùdòng
按部	ànbù
按部就班	ànbùjiùbān
按规定	ànguīdìng
按计划	ànjìhuà
按劳分配	ànláofēnpèi
按劳取酬	ànláoqǔchóu
按理	ànlǐ
按理说	ànlǐshuō
按脉	ànmài
按捺	ànnà
按钮	ànniǔ
按期	ànqī
按时	ànshí
按时完成	ànshíwánchéng
按说	ànshuō
按图索骥	àntúsuǒjì
按需分配	ànxūfēnpèi
按压	ànyā
按语	ànyǔ
按照	ànzhào
按质论价	ànzhìlùnjià
案底	àndǐ
案发	ànfā
案犯	ànfàn
案件	ànjiàn
案卷	ànjuàn
案例	ànlì
案情	ànqíng
案语	ànyǔ
案子	ànzi
暗暗	ànàn
暗堡	ànbǎo
暗藏	àncáng
暗处	ànchù
暗淡	àndàn
暗淡无光	àndànwúguāng
暗度陈仓	àndùchéncāng
暗渡陈仓	àndùchéncāng
暗号	ànhào
暗合	ànhé
暗红	ànhóng
暗间儿	ànjiānér
暗箭难防	ànjiànnánfáng
暗箭伤人	ànjiànshāngrén
暗绿	ànlǜ
暗色	ànsè
暗杀	ànshā
暗沙	ànshā
暗示	ànshì
暗送秋波	ànsòngqiūbō
暗无天日	ànwútiānrì
暗下	ànxià
暗语	ànyǔ
暗中	ànzhōng
暗中摸索	ànzhōngmōsuǒ
暗转	ànzhuǎn
黯然失色	ànránshīsè
黯然销魂	ànránxiāohún
肮脏	āngzāng
昂藏	ángcáng
昂贵	ángguì
昂然	ángrán
昂首	ángshǒu
昂首阔步	ángshǒukuòbù
昂首挺胸	ángshǒutǐngxiōng
昂首望天	ángshǒuwàngtiān
昂扬	ángyáng
盎然	àngrán
凹凸不平	āotūbùpíng
嗷嗷待哺	áoáodàibǔ
遨游	áoyóu
熬汤	áotāng
翱翔	áoxiáng
鏖战	áozhàn
拗劲	niùjìn
袄教	ǎojiāo
傲骨	àogǔ
傲慢	àomàn
傲气	àoqì
傲然	àorán
傲然屹立	àorányìlì
奥得河	àodéhé
奥尔德伯里	àoěrdébólǐ
奥尔德里奇	àoěrdélǐqí
奥尔登堡	àoěrdēngbǎo
奥尔丁顿	àoěrdīngdùn
奥格斯堡	àogésībǎo
奥金莱克	àojīnláikè
奥康内尔	àokāngnèiěr
奥克福特	àokèfútè
奥克兰	àokèlán
奥克兰港	àokèlángǎng
奥兰吉那	àolánjínà
奥勒冈州	àolègāngzhōu
奥勒松市	àolèsōngshì
奥林波堡	àolínbōbǎo
奥林匹克	àolínpǐkè
奥林匹克运动会	àolínpǐkèyùndònghuì
奥秘	àomì
奥妙	àomiào
奥什州	àoshénzhōu
奥斯伯特	àosībótè
奥斯卡	àosīkǎ
奥斯陆	àosīlù
奥斯马奇	àosīmǎqí
奥斯瓦德	àosīwǎdé
奥陶纪	àotáojì
奥陶系	àotáoxì
奥托博克	àotuōbókè
奥委会	àowěihuì
奥西耶克	àoxīyēkè
奥运会	àoyùnhuì
澳大	àodà
澳大利亚	àodàlìyà
澳门	àomén
懊悔	àohuǐ
懊恼	àonǎo
懊丧	àosàng
八百	bābǎi
八拜之交	bābàizhījiāo
八成	bāchéng
八达岭	bādálǐng
八大处	bādàchù
八度	bādù
八方呼应	bāfānghūyìng
八方支援	bāfāngzhīyuán
八分音符	bāfēnyīnfú
八分之一	bāfēnzhīyī
八卦教	bāguàjiāo
八角茴香	bājiǎohuíxiāng
八角形	bājiǎoxíng
八九	bājiǔ
八九不	bājiǔbù
八九不离十	bājiǔbùlíshí
八面玲珑	bāmiànlínglóng
八面威风	bāmiànwēifēng
八十	bāshí
八十年代	bāshíniándài
八抬大轿	bātáidàjiào
八万	bāwàn
八五	bāwǔ
八五计划	bāwǔjìhuà
八仙过海	bāxiānguòhǎi
八小时	bāxiǎoshí
八行书	bāhángshū
八一	bāyī
八一建军节	bāyījiànjūnjié
八月	bāyuè
八月份	bāyuèfèn
八字没一撇	bāzìméiyīpiě
巴斗	bādòu
巴顿	bādùn
巴尔的摩	bāěrdemó
巴尔干	bāěrgān
巴尔各扎	bāěrgèzhā
巴尔扎克	bāěrzhākè
巴甫洛夫	bāfǔluòfū
巴哈马	bāhāmǎ
巴哈玛	bāhāmǎ
巴解	bājiě
巴解组织	bājiězǔzhī
巴克莱	bākèlái
巴克利维尔	bākèlìwéiěr
巴克斯特	bākèsītè
巴克夏猪	bākèxiàzhū
巴拉丁山	bālādīngshān
巴拉圭	bālāguī
巴拉圭队	bālāguīduì
巴拉哈斯	bālāhāsī
巴拉卡斯	bālākǎsī
巴拉那河	bālānàhé
巴拉诺维奇	bālānuòwéiqí
巴勒斯坦	bālèsītǎn
巴黎大学	bālídàxué
巴黎统筹委员会	bālítǒngchóuwěiyuánhuì
巴里洛切	bālǐluòqiē
巴利阿里	bālìālǐ
巴利卡斯尔	bālìkǎsīěr
巴洛克	bāluòkè
巴洛克式	bāluòkèshì
巴塞隆那	bāsāilóngnà
巴塞罗那	bāsāiluónà
巴塞圣苏	bāsāishèngsū
巴什基尔	bāshénjīěr
巴斯格伯	bāsīgébó
巴斯卡尔	bāsīkǎěr
巴望	bāwàng
巴彦	bāyàn
扒车	bāchē
扒糕	págāo
扒鸡	pájī
扒开	bākāi
扒犁	bālí
扒窃	páqiè
扒手	páshǒu
吧哒	bādā
吧唧	bājī
吧女	bānǚ
芭蕉扇	bājiāoshàn
疤痕	bāhén
笆斗	bādǒu
拔刀相助	bádāoxiāngzhù
拔地	bádì
拔地而起	bádìérqǐ
拔高	bágāo
拔尖	bájiān
拔节期	bájiéqī
拔苗助长	bámiáozhùzhǎng
拔山扛鼎	báshāngāngdǐng
拔腿就跑	bátuǐjiùpǎo
跋山涉水	báshānshèshuǐ
跋涉	báshè
把柄	bǎbǐng
把持	bǎchí
把脉	bǎmài
把守	bǎshǒu
把握	bǎwò
把戏	bǎxì
爸爸	bàbɑ
罢笔	bàbǐ
罢兵	bàbīng
罢黜	bàchù
罢黜百家	bāchùbǎijiā
罢工	bàgōng
罢官	bàguān
罢教	bàjiào
罢课	bàkè
罢了	bàle
罢论	bàlùn
罢免	bàmiǎn
罢免权	bàmiǎnquán
罢市	bàshì
罢手	bàshǒu
罢休	bàxiū
罢演	bàyǎn
罢职	bàzhí
霸权	bàquán
霸权主义	bàquánzhǔyì
霸王	bàwáng
霸王鞭	bàwángbiān
霸王别姬	bàwángbiéjī
霸占	bàzhàn
霸主	bàzhǔ
白璧微瑕	báibìwēixiá
白璧无瑕	báibìwúxiá
白菜	báicài
白痴	báichī
白搭	báidā
白发	báifà
白发苍苍	báifàcāngcāng
白费	báifèi
白费力气	báifèilìqi
白干	báigān
白给	báigěi
白宫	báigōng
白骨	báigǔ
白骨精	báigǔjīng
白花蛇	báihuāshé
白晃晃	báihuǎnghuǎng
白僵菌	báijiāngjūn
白驹过隙	báijūguòxì
白卷	báijuàn
白克斯雷	báikèsīléi
白蜡	báilà
白蜡虫	báilàchóng
白蜡树	báilàshù
白莲教	báiliánjiāo
白榴石	báiliúshí
白露	báilù
白马王子	báimǎwángzǐ
白蚂蚁	báimáyǐ
白茫茫	báimángmáng
白蒙蒙	báimēngmēng
白面书生	báimiànshūshēng
白内障	báinèizhàng
白铅矿	báiqiānkuàng
白区	báiqū
白热化	báirèhuà
白日见鬼	báirìjiànguǐ
白日作梦	báirìzuòmèng
白日做梦	báirìzuòmèng
白色	báisè
白色恐怖	báisèkǒngbù
白色体	báisètǐ
白沙利亚	báishālìyà
白沙瓦	báishāwǎ
白沙县	báishāxiàn
白沙镇	báishāzhèn
白山黑水	báishānhēishuǐ
白蛇传	báishéchuán
白食	báishí
白手起家	báishǒuqǐjiā
白术	báishù
白刷刷	báishuāshuā
白水泥	báishuǐní
白说	báishuō
白汤	báitāng
白天	báitiān
白条	báitiáo
白头发	báitóufɑ
白头偕老	báitóuxiélǎo
白雪	báixuě
白雪皑皑	báixuěáiái
白血病	báixuèbìng
白血球	báixuèqiú
白衣	báiyī
白衣天使	báiyītiānshǐ
白衣战士	báiyīzhànshì
白银	báiyín
白云	báiyún
白云苍狗	báiyúncānggǒu
白云观	báiyúnguàn
白云石	báiyúnshí
白纸	báizhǐ
白纸黑字	báizhǐhēizì
白种	báizhǒng
白种人	báizhǒngrén
白昼	báizhòu
白族	báizú
百般	bǎibān
百般刁难	bǎibāndiāonàn
百倍	bǎibèi
百步穿杨	bǎibùchuānyáng
百川归海	bǎichuānguīhǎi
百读不厌	bǎidúbùyàn
百发百中	bǎifābǎizhòng
百废待举	bǎifèidàijǔ
百废待兴	bǎifèidàixìng
百废具兴	bǎifèijùxìng
百废俱兴	bǎifèijùxīng
百分比	bǎifēnbǐ
百分表	bǎifēnbiǎo
百分尺	bǎifēnchǐ
百分点	bǎifēndiǎn
百分号	bǎifēnhào
百分率	bǎifēnlǜ
百分数	bǎifēnshù
百分之	bǎifēnzhī
百分之百	bǎifēnzhībǎi
百分之一	bǎifēnzhīyī
百分制	bǎifēnzhì
百感交集	bǎigǎnjiāojí
百合	bǎihé
百合花	bǎihéhuā
百花齐放	bǎihuāqífàng
百货	bǎihuò
百货大楼	bǎihuòdàlóu
百货公司	bǎihuògōngsī
百货商店	bǎihuòshāngdiàn
百家争鸣	bǎijiāzhēngmíng
百科	bǎikē
百科全书	bǎikēquánshū
百孔千疮	bǎikǒngqiānchuāng
百口莫辩	bǎikǒumòbiàn
百里	bǎilǐ
百里挑一	bǎilǐtiāoyī
百炼成钢	bǎiliànchénggāng
百忙	bǎimáng
百米赛跑	bǎimǐsàipǎo
百慕大	bǎimùdà
百衲衣	bǎinàyī
百年	bǎinián
百年不遇	bǎiniánbùyù
百年大计	bǎiniándàjì
百年好合	bǎiniánhǎohé
百年难遇	bǎiniánnányù
百年树人	bǎiniánshùrén
百年之好	bǎiniánzhīhǎo
百年之后	bǎiniánzhīhòu
百鸟朝凤	bǎiniǎocháofèng
百鸟之王	bǎiniǎozhīwáng
百日咳	bǎirìhāi
百色	bǎisè
百色市	bǎisèshì
百事可乐	bǎishìkělè
百事通	bǎishìtōng
百思不得	bǎisībùdé
百思不得其解	bǎisībùdéqíjiě
百思不解	bǎisībùjiě
百团大战	bǎituándàzhàn
百万	bǎiwàn
百万富翁	bǎiwànfùwēng
百万雄师	bǎiwànxióngshī
百闻	bǎiwén
百闻不如一见	bǎiwénbùrúyījiàn
百无禁忌	bǎiwújìnjì
百无聊赖	bǎiwúliáolài
百无一失	bǎiwúyīshī
百无一用	bǎiwúyīyòng
百戏	bǎixì
百姓	bǎixìng
百业待兴	bǎiyèdàixìng
百依百顺	bǎiyībǎishùn
百战百胜	bǎizhànbǎishèng
百战不殆	bǎizhànbùdài
百折不回	bǎizhébùhuí
百折不挠	bǎizhébùnáo
柏拉图	bǎilātú
柏里村	bǎilǐcūn
柏林	bólín
柏林墙	bólínqiáng
柏林市	bólínshì
柏林州	bólínzhōu
柏木	bǎimù
柏树	bǎishù
柏油	bǎiyóu
柏油路	bǎiyóulù
摆臭架子	bǎichòujiàzi
摆动	bǎidòng
摆渡	bǎidù
摆阔气	bǎikuòqì
摆弄	bǎinòng
摆脱	bǎituō
摆正	bǎizhèng
败北	bàiběi
败不馁	bàibùněi
败坏	bàihuài
败绩	bàijì
败将	bàijiāng
败局	bàijú
败军之将	bàijūnzhījiàng
败类	bàilèi
败露	bàilù
败落	bàiluò
败亡	bàiwáng
败兴	bàixìng
败兴而归	bàixìngérguī
败血病	bàixuèbìng
败血症	bàixuèzhèng
败仗	bàizhàng
败阵	bàizhèn
拜别	bàibié
拜倒	bàidǎo
拜读	bàidú
拜访	bàifǎng
拜佛	bàifó
拜会	bàihuì
拜火教	bàihuǒjiāo
拜见	bàijiàn
拜克努尔	bàikènǔěr
拜年	bàinián
拜扫	bàisǎo
拜师	bàishī
拜托	bàituō
拜物教	bàiwùjiāo
拜占庭	bàizhàntíng
稗官野史	bàiguānyěshǐ
扳不倒儿	bānbùdǎoér
扳倒	bāndǎo
班布里奇	bānbùlǐqí
班长	bānzhǎng
班车	bānchē
班次	bāncì
班底	bāndǐ
班会	bānhuì
班机	bānjī
班级	bānjí
班克罗夫特	bānkèluófūtè
班克斯塘	bānkèsītáng
班轮	bānlún
班门弄斧	bānménnòngfǔ
班期	bānqī
班务会	bānwùhuì
班主任	bānzhǔrèn
班子	bānzi
班组	bānzǔ
班组长	bānzǔzhǎng
颁布	bānbù
颁发	bānfā
颁奖	bānjiǎng
颁行	bānxíng
斑驳陆离	bānbólùlí
斑点	bāndiǎn
斑斓	bānlán
斑纹	bānwén
搬掉	bāndiào
搬家	bānjiā
搬弄	bānnòng
搬弄是非	bānnòngshìfēi
搬起石头砸自己的脚	bānqǐshítouzázìjǐdejiǎo
搬运	bānyùn
搬走	bānzǒu
板报	bǎnbào
板材	bǎncái
板车	bǎnchē
板凳	bǎndèng
板结	bǎnjié
板铺	bǎnpū
板上钉钉	bǎnshàngdìngdīng
板石	bǎnshí
板式	bǎnshì
板刷	bǎnshuā
板瓦	bǎnwǎ
板着脸	bǎnzheliǎn
版本	bǎnběn
版本号	bánběnhào
版画	bǎnhuà
版面	bǎnmiàn
版权	bǎnquán
版权所有	bǎnquánsuǒyǒu
版图	bǎntú
办案	bànàn
办班	bànbān
办不到	bànbùdào
办厂	bànchǎng
办得到	bàndedào
办法	bànfǎ
办公	bàngōng
办公处	bàngōngchù
办公费	bàngōngfèi
办公会议	bàngōnghuìyì
办公楼	bàngōnglóu
办公区	bàngōngqū
办公时间	bàngōngshíjiān
办公室	bàngōngshì
办公厅	bàngōngtīng
办公桌	bàngōngzhuō
办公自动化	bàngōngzìdònghuà
办结	bànjié
办理	bànlǐ
办丧事	bànsāngshì
办事	bànshì
办事处	bànshìchù
办事员	bànshìyuán
办妥	bàntuǒ
办学	bànxué
半半拉拉	bànbànlǎlā
半辈子	bànbèizǐ
半壁江山	bànbìjiāngshān
半边天	bànbiāntiān
半场	bànchǎng
半成品	bànchéngpǐn
半大	bàndà
半导体	bàndǎotǐ
半岛	bàndǎo
半个	bàngè
半个多世纪	bàngèduōshìjì
半个世纪	bàngèshìjì
半工半读	bàngōngbàndú
半机械化	bànjīxièhuà
半价	bànjià
半角	bànjiǎo
半截入土	bànjiérùtǔ
半斤八两	bànjīnbāliǎng
半径	bànjìng
半决赛	bànjuésài
半空	bànkōng
半空中	bànkōngzhōng
半拉	bànlǎ
半拉子	bànlǎzǐ
半劳动力	bànláodònglì
半路	bànlù
半路出家	bànlùchūjiā
半面之交	bànmiànzhījiāo
半身不遂	bànshēnbùsuí
半生不熟	bànshēngbùshú
半数	bànshù
半数以上	bànshùyǐshàng
半衰期	bànshuāiqī
半死不活	bànsǐbùhuó
半途	bàntú
半途而废	bàntúérfèi
半推半就	bàntuībànjiù
半吞半吐	bàntūnbàntǔ
半脱产	bàntuōchǎn
半文盲	bànwénmáng
半无产阶级	bànwúchǎnjiējí
半信半疑	bànxìnbànyí
半夜	bànyè
半夜三更	bànyèsāngēng
半圆	bànyuán
半月	bànyuè
半月刊	bànyuèkān
半真半假	bànzhēnbànjiǎ
半知菌	bànzhījūn
半殖民地	bànzhímíndì
半自动	bànzìdòng
半自动化	bànzìdònghuà
伴读	bàndú
伴郎	bànláng
伴侣	bànlǚ
伴随	bànsuí
扮戏	bànxì
扮演	bànyǎn
扮作	bànzuò
拌和	bànhuò
拌种	bànzhǒng
绊倒	bàndǎo
绊脚石	bànjiǎoshí
邦交	bāngjiāo
邦交正常化	bāngjiāozhèngchánghuà
帮倒忙	bāngdǎománg
帮工	bānggōng
帮会	bānghuì
帮教	bāngjiāo
帮忙	bāngmáng
帮派	bāngpài
帮凶	bāngxiōng
帮助	bāngzhù
绑架	bǎngjià
榜上无名	bǎngshàngwúmíng
榜上有名	bǎngshàngyǒumíng
榜首	bǎngshǒu
榜样	bǎngyàng
膀大腰圆	bǎngdàyāoyuán
膀胱结石	pángguāngjiéshí
蚌埠	bèngbù
蚌壳	bàngké
傍人门户	bàngrénménhù
傍晚	bàngwǎn
棒喝	bànghē
棒球场	bàngqiúchǎng
磅薄	bàngbáo
磅礴	pángbó
包办	bāobàn
包办代替	bāobàndàitì
包庇	bāobì
包藏	bāocáng
包藏祸心	bāocáng-huòxīn
包产	bāochǎn
包产到户	bāochǎndàohù
包场	bāochǎng
包车	bāochē
包乘制	bāochéngzhì
包乘组	bāochéngzǔ
包干	bāogān
包干到户	bāogāndàohù
包干制	bāogānzhì
包工	bāogōng
包裹	bāoguǒ
包裹单	bāoguǒdān
包含	bāohán
包间	bāojiān
包括	bāokuò
包揽	bāolǎn
包罗万象	bāoluówànxiàng
包赔	bāopéi
包容	bāoróng
包退	bāotuì
包围	bāowéi
包围圈	bāowéiquān
包销	bāoxiāo
包修	bāoxiū
包衣	bāoyī
包扎	bāozā
包装	bāozhuāng
包装费	bāozhuāngfèi
包子	bāozi
包子铺	bāozipū
包租	bāozū
胞波	bāobō
胞弟	bāodì
胞核	bāohé
胞妹	bāomèi
胞兄	bāoxiōng
胞衣	bāoyī
煲汤	bāotāng
褒奖	bāojiǎng
褒扬	bāoyáng
褒义	bāoyì
雹暴	báobào
雹灾	báozāi
宝安区	bǎoānqū
宝宝	bǎobǎo
宝贝	bǎobèi
宝藏	bǎozàng
宝刀不老	bǎodāobùlǎo
宝岛	bǎodǎo
宝地	bǎodì
宝盖儿	bǎogàiér
宝盖头	bǎogàitóu
宝钢	bǎogāng
宝贵	bǎoguì
宝号	bǎohào
宝卷	bǎojuǎn
宝库	bǎokù
宝日希勒	bǎorìxīlè
宝山空回	bǎoshānkōnghuí
宝石	bǎoshí
宝石轴承	bǎoshízhóuchéng
宝兴县	bǎoxìngxiàn
宝中之宝	bǎozhōngzhībǎo
宝座	bǎozuò
饱尝	bǎocháng
饱含	bǎohán
饱合	bǎohé
饱和	bǎohé
饱和点	bǎohuòdiǎn
饱和电流	bǎohédiànliú
饱和度	bǎohédù
饱和量	bǎohéliàng
饱和器	bǎohéqì
饱和溶液	bǎohéróngyè
饱和色	bǎohésè
饱和状态	bǎohézhuàngtài
饱经沧桑	bǎojīngcāngsāng
饱经风霜	bǎojīngfēngshuāng
饱满	bǎomǎn
饱食	bǎoshí
饱食终日	bǎoshízhōngrì
饱学之士	bǎoxuézhīshì
饱以老拳	bǎoyǐlǎoquán
保安	bǎoān
保本	bǎoběn
保镖	bǎobiāo
保藏	bǎocáng
保长	bǎozhǎng
保持	bǎochí
保持警惕	bǎochíjǐngtì
保存	bǎocún
保存期	bǎocúnqī
保单	bǎodān
保底	bǎodǐ
保定	bǎodìng
保管	bǎoguǎn
保管员	bǎoguǎnyuán
保护	bǎohù
保护层	bǎohùcéng
保护国	bǎohùguó
保护价	bǎohùjià
保护区	bǎohùqū
保护人	bǎohùrén
保护色	bǎohùsè
保护主义	bǎohùzhǔyì
保家卫国	bǎojiāwèiguó
保价	bǎojià
保价信	bǎojiàxìn
保健	bǎojiàn
保教	bǎojiāo
保量	bǎoliàng
保留	bǎoliú
保密	bǎomì
保暖	bǎonuǎn
保守	bǎoshǒu
保守派	bǎoshǒupài
保税区	bǎoshuìqū
保通社	bǎotōngshè
保外执行	bǎowàizhíxíng
保卫	bǎowèi
保卫祖国	bǎowèizǔguó
保温	bǎowēn
保温瓶	bǎowēnpíng
保鲜	bǎoxiān
保鲜剂	bǎoxiānjì
保险	bǎoxiǎn
保险单	báoxiǎndān
保险费	bǎoxiǎnfèi
保险费率	báoxiǎnfèilǜ
保险公司	bǎoxiǎngōngsī
保险柜	bǎoxiǎnguì
保险期	bǎoxiǎnqī
保险业	bǎoxiǎnyè
保修	bǎoxiū
保修期	bǎoxiūqī
保养	bǎoyǎng
保用期	bǎoyòngqī
保育	bǎoyù
保育员	bǎoyùyuán
保育院	bǎoyùyuàn
保障	bǎozhàng
保真度	bǎozhēndù
保证	bǎozhèng
保证供应	bǎozhènggōngyìng
保证金	bǎozhèngjīn
保证率	bǎozhènglǜ
保证书	bǎozhèngshū
保值	bǎozhí
保质	bǎozhì
保质期	bǎozhìqī
保重	bǎozhòng
保住	bǎozhù
堡安村	bǎoāncūn
堡垒	bǎolěi
堡寨	bǎozhài
堡子	bǔzǐ
报案	bàoàn
报表	bàobiǎo
报仇	bàochóu
报仇雪恨	bàochóuxuěhèn
报答	bàodá
报单	bàodān
报到	bàodào
报道	bàodào
报恩	bàoēn
报废	bàofèi
报复	bàofù
报告	bàogào
报告单	bàogàodān
报告会	bàogàohuì
报告团	bàogàotuán
报关行	bàoguānxíng
报国	bàoguó
报夹	bàojiá
报价	bàojià
报价单	bàojiàdān
报捷	bàojié
报界	bàojiè
报警	bàojǐng
报刊	bàokān
报刊杂志	bàokānzázhì
报考	bàokǎo
报名	bàomíng
报批	bàopī
报请	bàoqǐng
报丧	bàosāng
报社	bàoshè
报审	bàoshěn
报时	bàoshí
报数	bàoshù
报送	bàosòng
报头	bàotóu
报务	bàowù
报喜	bàoxǐ
报销	bàoxiāo
报效	bàoxiào
报业	bàoyè
报应	bàoyìng
报忧	bàoyōu
报帐	bàozhàng
报纸	bàozhǐ
报纸夹	bàozhǐjiá
抱病	bàobìng
抱残守缺	bàocánshǒuquē
抱佛脚	bàofójiǎo
抱负	bàofù
抱恨终天	bàohènzhōngtiān
抱歉	bàoqiàn
抱头大哭	bàotóudàkū
抱头鼠窜	bàotóushǔcuàn
抱薪救火	bàoxīnjiùhuǒ
抱怨	bàoyuàn
豹猫	bàomāo
豹死留皮	bàosǐliúpí
豹头环眼	bàotóuhuányǎn
鲍伯	bàobó
鲍里索夫	bàolǐsuǒfū
鲍鱼之肆	bàoyúzhīsì
鲍赞克特	bàozànkètè
暴病	bàobìng
暴跌	bàodiē
暴动	bàodòng
暴发	bàofā
暴发户	bàofāhù
暴风	bàofēng
暴风雪	bàofēngxuě
暴风雨	bàofēngyǔ
暴风骤雨	bàofēngzhòuyǔ
暴富	bàofù
暴光	bàoguāng
暴洪	bàohóng
暴虎冯河	bàohǔpínghé
暴举	bàojǔ
暴君	bàojūn
暴客	bàokè
暴力	bàolì
暴力革命	bàolìgémìng
暴力化	bàolìhuà
暴利	bàolì
暴戾	bàolì
暴戾恣睢	bàolìzìsuī
暴敛	bàoliǎn
暴烈	bàoliè
暴露	bàolù
暴露文学	bàolùwénxué
暴露无遗	bàolùwúyí
暴乱	bàoluàn
暴怒	bàonù
暴虐	bàonüè
暴晒	pùshài
暴死	bàosǐ
暴殄天物	bàotiǎntiānwù
暴跳	bàotiào
暴跳如雷	bàotiàorúléi
暴突	bàotū
暴徒	bàotú
暴行	bàoxíng
暴饮暴食	bàoyǐnbàoshí
暴雨	bàoyǔ
暴燥	bàozào
暴躁	bàozào
暴涨	bàozhǎng
暴政	bàozhèng
暴卒	bàozú
爆发	bàofā
爆发户	bàofāhù
爆发力	bàofālì
爆发星	bàofāxīng
爆发音	bàofāyīn
爆冷门	bàolěngmén
爆裂	bàoliè
爆满	bàomǎn
爆破作业	bàopòzuòyè
爆炸	bàozhà
爆炸波	bàozhàbō
爆炸力	bàozhàlì
爆炸品	bàozhàpǐn
爆炸物	bàozhàwù
爆炸性	bàozhàxìng
卑鄙	bēibǐ
卑鄙龌龊	bēibǐwòchuò
卑鄙无耻	bēibǐwúchǐ
卑躬屈膝	bēigōngqūxī
卑劣	bēiliè
卑下	bēixià
杯弓蛇影	bēigōngshéyǐng
杯盘狼藉	bēipánlángjí
杯赛	bēisài
杯水车薪	bēishuǐchēxīn
杯中物	bēizhōngwù
悲哀	bēiāi
悲惨	bēicǎn
悲愤	bēifèn
悲观	bēiguān
悲观失望	bēiguānshīwàng
悲观主义	bēiguānzhǔyì
悲号	bēihào
悲欢离合	bēihuānlíhé
悲剧	bēijù
悲凉	bēiliáng
悲切	bēiqiē
悲伤	bēishāng
悲天悯人	bēitiānmǐnrén
悲痛	bēitòng
悲喜交集	bēixǐjiāojí
悲咽	bēiyè
悲壮	bēizhuàng
碑石	bēishí
碑帖	bēitiè
北边	běibian
北部	běibù
北侧	běicè
北朝	Běi	Cháo
北朝鲜	běi	Cháoxiǎn
北大	běidà
北大仓	běidàcāng
北大荒	běidàhuāng
北大西洋	běidàxīyáng
北戴河	běidàihé
北斗	běidǒu
北斗星	běidǒuxīng
北方	běifāng
北风	běifēng
北国	běiguó
北海	běihǎi
北极	běijí
北极圈	běijíquān
北极星	běijíxīng
北疆	běijiāng
北京	Běijīng
北京大学	Běijīngdàxué
北京电视台	Běijīngdiànshìtái
北京军区	Běijīngjūnqū
北京人	Běijīngrén
北京时间	Běijīng	shíjiān
北京市	Běijīngshì
北美	Běiměi
北面	běimiàn
北欧	Běi	Ōu
北曲	běiqǔ
北师大	Běishīdà
北纬	běiwěi
北约	Běiyuē
贝弗里奇	bèifúlǐqí
贝卡	bèikǎ
贝壳	bèiké
贝克莱	bèikèlái
贝克勒耳	bèikèlèěr
贝克萨区	bèikèsàqū
贝勒	bèilè
贝洛克	bèiluòkè
贝尼迈拉勒	bèinímàilālè
贝尼苏韦夫	bèinísūwéifū
备案	bèiàn
备查	bèichá
备而不用	bèiérbùyòng
备份	bèifèn
备付金率	bèifùjīnlǜ
备耕	bèigēng
备荒	bèihuāng
备件	bèijiàn
备课	bèikè
备料	bèiliào
备齐	bèiqí
备忘录	bèiwànglù
备用	bèiyòng
备用金	bèiyòngjīn
备有	bèiyǒu
备战	bèizhàn
备注	bèizhù
背包	bèibāo
背包袱	bēibāofu
背城借一	bèichéngjièyī
背道而驰	bèidàoérchí
背地里	bèidìli
背对背	bèiduìbèi
背风处	bèifēngchù
背负	bēifù
背后	bèihòu
背井离乡	bèijǐnglíxiāng
背景	bèijǐng
背离	bèilí
背面	bèimiàn
背叛	bèipàn
背熟	bèishú
背水一战	bèishuǐyīzhàn
背信弃义	bèixìnqìyì
背阴	bèiyīn
背约	bèiyuē
背着	bèizhe
